City of Maroondah,20,Rent,2021-11-20,20211120_East_Maroondah_Rent1.csv,East,CARWITHWALKING
City of Maroondah,20,Buy,2021-11-21,20211121_East_Maroondah_Buy1.csv,East,CARWITHWALKING
City of Maroondah,20,Buy,2021-11-18,20211118_East_Maroondah_Buy1.csv,East,CARWITHWALKING
City of Maroondah,20,Buy,2021-11-20,20211120_East_Maroondah_Buy1.csv,East,CARWITHWALKING
City of Maroondah,20,Buy,2021-11-20,20211120_East_Maroondah_Buy2.csv,East,CARWITHWALKING
City of Maroondah,20,Buy,2021-11-20,20211120_East_Maroondah_Buy3.csv,East,CARWITHWALKING
