City of Yarra,10,Buy,2021-11-20,20211120_Inner_Yarra_Buy1.csv,Inn,PUBLICTRANSPORTWITHWALKING
City of Yarra,10,Buy,2021-11-20,20211120_Inner_Yarra_Buy2.csv,Inn,PUBLICTRANSPORTWITHWALKING
City of Yarra,10,Rent,2021-11-20,20211120_Inner_Yarra_Rent1.csv,Inn,PUBLICTRANSPORTWITHWALKING
