2021-11-21,10:40,11:00,12 Appleby Street- Curlewis,Curlewis,1,Coles Drysdale,Buy,0,20,0.803210017,-38.17408,144.548344
2021-11-21,11:45,12:15,34 Dorward Avenue- Newcomb,Newcomb,1,Woolworths Newcomb,Buy,2,30,0.815623487,-38.165658,144.3903912
2021-11-21,13:45,14:15,46 Hillclimb Drive- Leopold,Leopold,1,Coles Leopold,Buy,0,30,0.831261647,-38.197556,144.4585238
2021-11-21,12:45,13:15,10 Watson Avenue- Belmont,Belmont,1,Woolworths Highton,Buy,3,30,0.880895288,-38.178483,144.3341119
2021-11-21,10:00,10:20,12 Yarramundi Drive- Clifton Springs,Clifton Springs,1,Coles Drysdale,Buy,2,20,0.8815277,-38.158919,144.5596606
2021-11-21,11:30,12:00,21 Orchard Street- East Geelong,East Geelong,1,Coles Westfield Geelong,Buy,3,30,0.887301575,-38.15531,144.3769405
2021-11-21,10:30,11:00,11 Greenville Drive- Grovedale,Grovedale,1,Woolworths Warun Ponds,Buy,7,30,0.910503138,-38.198515,144.3364533
2021-11-21,14:00,14:20,10 Maryland Drive- Corio,Corio,1,Woolworths Corio,Buy,0,20,0.940763162,-38.0800552,144.3513233
2021-11-21,11:30,12:00,17 Beach Parade- Drumcondra,Drumcondra,1,Woolworths Geelong West,Buy,3,30,0.945331386,-38.131169,144.3550604
2021-11-21,11:10,11:40,8 Waurn Park Court- Belmont,Belmont,1,Woolworths Highton,Buy,0,30,0.95396748,-38.1954,144.324675
2021-11-21,11:45,12:15,19 Percy Street- Newtown,Newtown,1,Woolworths Newtown,Buy,2,30,0.993533276,-38.158032,144.3404377
2021-11-21,12:00,12:20,38-40 Buccleugh Street- Drysdale,Drysdale,1,Woolworths Portarlington,Buy,1,20,0.995176159,-38.181552,144.5751206
