2021-11-21,10:00,10:20,7 Highmont Drive- Belmont,Belmont,4,Woolworths Highton,Buy,2,20,0.034784026,-38.192101,144.3290199
2021-11-21,10:00,10:30,8/8-10 Elcho Street- Newtown,Newtown,4,Woolworths Newtown,Buy,6,30,0.04190734,-38.156437,144.3267692
2021-11-21,10:30,11:00,19 Province Boulevard- Highton,Highton,4,Woolworths Highton,Buy,7,30,0.047312209,-38.1610588,144.2979622
2021-11-21,10:30,11:00,13 Cedar Grove- Highton,Highton,4,Woolworths Highton,Buy,7,30,0.050605783,-38.166548,144.3241396
2021-11-21,10:00,10:30,15 Conrad Court- Whittington,Whittington,3,Woolworths Newcomb,Buy,6,30,0.128848384,-38.176027,144.3966118
2021-11-21,11:15,11:45,4 Macken Court- Highton,Highton,3,Woolworths Highton,Buy,0,30,0.163399825,-38.19158,144.3068099
2021-11-21,11:50,12:10,4 Robertson Street- Thomson,Thomson,3,Woolworths Newcomb,Buy,0,20,0.18640717,-38.168643,144.3812653
2021-11-21,10:30,11:00,4 St David Street- Rippleside,Rippleside,3,Woolworths Geelong West,Buy,7,30,0.18955107,-38.1223962,144.3540017
2021-11-21,10:30,11:00,2 Pine Avenue- North Shore,North Shore,3,Coles Corio,Buy,7,30,0.196174675,-38.099649,144.3726065
2021-11-21,11:40,12:00,1/8 Detroit Crescent- Corio,Corio,3,Woolworths Corio,Buy,0,20,0.227199992,-38.0809972,144.3606105
2021-11-21,12:00,12:20,85 Hood Road- Portarlington,Portarlington,3,Woolworths Portarlington,Buy,1,20,0.232999962,-38.121487,144.6581649
2021-11-21,11:00,11:20,2/34 Northview Drive- Leopold,Leopold,2,Coles Leopold,Buy,1,20,0.233590784,-38.182404,144.4700858
2021-11-21,10:00,10:30,9 Watersedge Terrace- Highton,Highton,2,Woolworths Highton,Buy,6,30,0.258465999,-38.1511197,144.3211486
2021-11-21,12:30,12:50,11B Fagg Street- Thomson,Thomson,2,Woolworths Newcomb,Buy,0,20,0.271243252,-38.167229,144.3807037
2021-11-21,11:50,12:20,2/68 Marshalltown Road- Marshall,Marshall,2,Champions IGA Grovedale East,Buy,3,30,0.290440612,-38.196795,144.3527605
2021-11-21,12:45,13:15,180 Autumn Street- Geelong West,Geelong West,2,Woolworths Geelong West,Buy,3,30,0.297434528,-38.142335,144.3419605
2021-11-21,10:00,10:20,42 Delungra Avenue- Clifton Springs,Clifton Springs,2,Coles Drysdale,Buy,2,20,0.298991442,-38.156492,144.580827
2021-11-21,12:40,13:00,3/311 Torquay Road- Grovedale,Grovedale,2,Woolworths Warun Ponds,Buy,0,20,0.319430225,-38.193554,144.3426571
2021-11-21,12:00,12:30,23 Param Street- Grovedale,Grovedale,1,Woolworths Warun Ponds,Buy,3,30,0.343838863,-38.193772,144.3350586
2021-11-21,12:45,13:15,12 Gloucester Street- Grovedale,Grovedale,1,Woolworths Warun Ponds,Buy,3,30,0.382052638,-38.200789,144.324758
2021-11-21,10:45,11:15,3/18 Wallaroo Way- Highton,Highton,1,Woolworths Highton,Buy,0,30,0.44369033,-38.153967,144.3137209
2021-11-21,11:00,14:00,10/43 Liverpool Street- Geelong,Geelong,1,Coles Westfield Geelong,Buy,27,180,0.512844222,-38.12616,144.3564104
2021-11-21,11:00,11:20,19 Geelong Road- Portarlington,Portarlington,1,Woolworths Portarlington,Buy,1,20,0.556085277,-38.121383,144.6361751
2021-11-21,10:00,10:30,183 Coppards Road- Moolap,Moolap,1,Woolworths Newcomb,Buy,6,30,0.574449333,-38.182423,144.4008979
2021-11-21,10:30,11:00,3 Port Deakin Street- St Leonards,St Leonards,1,Woolworths Portarlington,Buy,7,30,0.593319027,-38.18266,144.704361
2021-11-21,14:00,14:30,27 Waulu Avenue- Clifton Springs,Clifton Springs,1,Coles Drysdale,Buy,1,30,0.593967929,-38.156817,144.5758459
2021-11-21,13:20,13:40,3 Thorogood Court- Grovedale,Grovedale,1,Woolworths Warun Ponds,Buy,0,20,0.605381546,-38.199301,144.3405787
2021-11-21,12:45,13:15,6 Winfield Court- Armstrong Creek,Armstrong Creek,1,Woolworths Armstrong Creek,Buy,3,30,0.620063137,-38.2403,144.353279
2021-11-21,13:00,13:30,44 Rebecca Drive- Leopold,Leopold,1,Coles Leopold,Buy,1,30,0.630582958,-38.181769,144.4623452
2021-11-21,11:30,12:00,13 Fellmongers Road- Breakwater,Breakwater,1,Woolworths Newcomb,Buy,3,30,0.668862648,-38.179369,144.3686778
2021-11-21,11:00,11:30,21 Newland Street- Newcomb,Newcomb,1,Woolworths Newcomb,Buy,2,30,0.677354853,-38.163598,144.396037
2021-11-21,12:00,12:30,38 Bellarine Highway- Newcomb,Newcomb,1,Woolworths Newcomb,Buy,3,30,0.686611152,-38.174769,144.4069622
2021-11-21,13:00,13:20,19 Carolanne Drive- Drysdale,Drysdale,1,Woolworths Portarlington,Buy,0,20,0.746341874,-38.170349,144.5697736
2021-11-21,10:30,11:00,84 Wyndham Street- Drysdale,Drysdale,1,Woolworths Portarlington,Buy,7,30,0.753032609,-38.172783,144.5687836
2021-11-21,11:00,11:45,69 You Yangs Road- Little River,Little River,1,Woolworths Lara,Buy,5,45,0.78124257,-37.95918,144.4822091
2021-11-21,10:50,11:20,22 Hamlyn Avenue- Hamlyn Heights,Hamlyn Heights,1,Coles Geelong West,Buy,2,30,0.785709616,-38.126509,144.3225206
